id,iq,d1,d2,r1,t1,d3,d4,d5,d6,d7,d8,d9,N,hysteresis,joule
1.429411062274324,1.0103415757113503,0.836706571,-0.466164325,-0.34489415,0.032868806,0.74660699,-0.38885869,0.037833772,1.806315698,1.562516695,1.305883542,-1.846848353,1.489194935652436,2.181534224,2.063164189
-1.626695299912421,-0.7867061213328373,-0.022247925,0.859110441,-0.638912219,-1.348961677,-0.089254605,-0.132781626,-0.142742888,0.73593569,0.249486232,0.09794885,0.465012703,0.7769986010499144,0.251901284,0.871329726
1.3276843709614792,0.1297928685169435,-1.352183226,-1.18077608,0.549064526,1.247246174,-0.780853022,-0.673484068,-0.780435356,1.331511228,1.180214519,-0.409983855,-0.363186223,1.5159745622969738,1.670742534,1.56527343
0.8222899370546524,-0.699654108626684,0.267247942,1.070593955,0.240136908,-0.853266086,-0.039775606,0.940307997,0.768901061,-0.755986005,-0.391685775,-0.611464846,-0.508487872,-1.3204787825324635,-1.176218808,-1.049992735
-0.4780679795318144,0.2918733089414451,-1.443017048,-0.106332697,0.981065289,0.783438256,-1.612695552,-0.900927432,-0.970961024,1.157534171,0.923344325,-0.363206602,-0.058065398,-0.1196690025820818,0.086228381,-0.275398789
1.512861721501613,0.7776056118701155,1.540879527,-0.62851007,-2.360345218,0.945543817,1.17344949,0.18452892,0.308129058,0.301456297,0.626711132,0.629286992,0.337534774,1.7232829259789022,2.418593273,2.412107572
-0.8631998260899117,0.325347457542343,0.729098254,-0.343440043,-0.145993718,1.167517134,0.628450446,0.440698749,0.230550552,-0.728644517,-0.66990406,-0.49785802,0.119267178,-1.0918607029749163,-0.785644211,-0.915746711
0.258760811962628,-0.8598209381838634,-1.281309385,0.712608609,1.001949143,-1.47078465,-1.155381826,-0.65459886,-0.607270016,1.932255396,1.804504937,-0.263221948,-2.057465039,1.0409217631629557,-0.158220094,0.067346017
-1.5034928215927226,-1.44648640268007,0.022715287,-0.733910141,0.141267552,1.379126226,0.3907788,-0.583407753,-0.889532279,0.671308536,1.088302552,-1.314390287,-0.870616839,1.2310117676908714,0.566109451,2.093421877
-1.526961369755736,-1.4265955569231834,0.775558512,-0.967967855,-1.536062892,0.361911109,0.616462406,0.197364945,0.051469635,0.705367347,0.913591555,-0.304037463,0.263560661,-1.1828098026766938,-1.069331974,-0.939976661
0.1790192725279026,-1.4857404354322847,1.092625012,0.363193592,0.160637337,-0.604848854,0.921999464,0.423671705,0.033526859,-0.682292854,-0.358825116,-1.179764409,0.900807277,0.9109066857839776,-0.550840268,0.130946492
-0.4737808201517206,0.2809459204156303,-1.532701905,1.473523934,1.124597809,-1.6275435,-1.976646164,-1.54639285,-0.98806938,1.636489382,1.860369096,1.808674636,-1.442883871,0.8810361596527562,0.717518175,0.545475116
0.8491237583149778,1.8815796087883208,0.037989654,0.615241997,-0.187324836,0.346865338,0.108284029,0.046148838,-0.30817138,1.163619491,0.907339558,-1.004973476,0.202081089,-1.2416462863849398,-0.805134537,-0.952889757
0.3872082363984412,0.9067873844258946,-1.094442534,-1.043578479,0.335436506,1.329915623,-0.907138682,-1.304079412,-0.85493712,0.975505517,1.171179212,0.868616192,-1.689075164,1.0167018882213914,1.372481999,1.0895909
-1.093977878442724,-1.0777493673503664,-0.709211259,-0.715753721,0.026959823,0.8637131,-0.447823281,-0.415486168,-0.276082428,-0.730376858,-1.031589533,0.350892516,1.036421004,-1.1149686857667305,-1.023569802,-0.926808289
0.9401693158565302,1.9297110325939189,-1.295285256,-1.382626496,0.423819645,1.639509767,-0.867142603,-1.338715933,-1.547458492,-1.281339301,-1.213485193,-0.816338424,1.344905203,0.3074441921883014,1.098844652,0.546560547
0.5826784116505646,-0.8200516652016324,-0.1277023,0.335312749,0.78455978,-0.191819019,0.119854244,0.741000185,0.353544919,-1.589943354,-1.571721595,-1.487281052,0.790475575,1.1231323340460992,0.19008714,0.401281413
-1.8163137653485104,-1.4289804883210513,0.122908486,-1.201271973,-0.865794337,1.101362707,-0.277324023,0.128927539,0.386796113,-1.0868293,-0.695225192,1.10092782,1.111993456,-1.6894660523079306,-1.386465488,-1.101278386
-0.0983045499623496,-0.4007764292754116,-0.49137101,-0.23387504,0.835172941,-1.297544662,-0.887656027,-0.715033727,-0.516812701,0.639969138,0.757579643,0.198930192,-1.399051071,-0.3312166215153174,-0.452980019,-0.592746285
0.0410952280308972,-1.4899942269695552,0.556800286,-1.106167183,-0.606960515,0.778617679,0.983109745,1.431207014,1.785979676,0.193378565,-0.278897781,1.51669127,0.006294211,-0.7154254807801668,-1.197806679,-0.93677906
-0.8832614360509577,-0.4759748991740994,-0.880504668,-0.891943235,0.391923347,-0.955556133,-0.756403236,-0.546967655,-0.782173673,-0.959702546,-0.563427684,-0.752859534,1.407120719,-1.5311088483555113,-1.279836462,-1.073209799
-0.38497048321646,-0.4773358162381118,1.529214031,2.386543053,-2.375114421,-1.623798079,1.796828673,2.009028407,1.462727589,-0.109134231,0.432590573,-1.473721255,-0.670649441,1.4420364838119464,0.680815696,0.908823772
-0.3219564049870174,1.5591091813349838,-0.897006769,-0.059338374,0.556738012,0.231257841,-0.833267944,-1.24546248,-1.093724416,-0.270047033,-0.673125183,0.543255524,1.787073897,-0.5066182669776478,-0.03066027,-0.474106293
0.7223903943621547,-0.8583930781233191,-1.719147018,-1.442608357,0.992137434,1.653300642,-1.534677372,-2.148808731,-2.255600599,-0.842084088,-0.447693219,-0.513463115,1.541395598,-0.4996156381983997,-0.807972186,-0.792209598
-0.6940410220320926,0.6315411042996687,0.462768058,-0.583503641,0.545296877,1.220561981,0.596628607,0.309810405,0.600530903,1.122018887,1.088007864,1.207630834,-0.220259047,0.4038036226687744,0.803677797,0.417663257
-0.9411148626171876,-1.2520628565626368,-1.441546422,1.456649558,0.996692426,-0.401029325,-1.045023388,-0.253756212,0.132336297,1.6598956,1.138122508,1.409922549,-1.616457912,-1.5287623727347328,-1.343101637,-1.075755428
1.0083915264291878,0.3231678174237284,-0.247064652,-1.692228557,-0.584591851,1.067715194,-0.446453006,0.517409126,0.653973126,0.738793429,1.093517927,0.623115296,-1.694465919,-1.490524119712617,-1.186397859,-1.067461717
0.3228436507420523,-1.256628620603743,0.23706954,0.413842025,-0.424812821,-1.077874028,0.210134124,0.953552914,1.071407542,1.173408578,1.032695356,0.66162229,-0.802087983,-0.6201765205412257,-1.151034754,-0.928991318
