id,iq,d1,d2,d3,N,hysteresis,joule
-0.6664527197958755,-1.3297376163253534,-0.258460386,0.293503346,-0.257585175,-0.973333640800632,-1.11395336,-0.931599023
0.8543708055116503,-0.9148994840887392,0.89144929,0.888928051,1.128867082,1.6712602436674644,-0.097837648,0.196235008
0.6272172874599694,1.260123126287632,-1.04964865,-0.319467973,-0.852783883,0.1996056811047033,0.526462182,0.061679737
-1.2709238268783347,-0.3391979475926121,0.314791978,1.584797432,0.128418694,1.7097707665186626,1.652692979,2.387066796
0.6610783645552704,-1.3114625077101394,-1.122600588,-0.276786524,-1.231360913,0.6195993800982023,-0.759192681,-0.32216571
0.1288443541771468,1.4485158594059018,-1.519899089,-1.647728163,-1.523945761,0.819227904327944,1.397580687,0.989428072
-1.635202758898385,-1.0218109530945214,1.447250432,-1.623340803,1.35190739,0.4612998878683967,0.601950091,0.759288458
-0.1848740334118565,-1.5628569111798143,-0.546759253,-0.784480136,-0.737277958,0.6819583709563475,-0.546533792,0.086194477
1.405287391731419,-0.9223653888425268,-1.604554723,0.156563059,-1.596419076,-1.552317253413919,-1.360985504,-1.108160328
-1.8416190895899371,-0.9454612514058736,-0.542013883,0.496674963,-0.757014102,-0.4813421064357364,-0.343700866,-0.278044502
0.4159955343735965,1.6647607335160084,-0.621472769,-1.02597973,-0.813773494,-0.9812685146954776,-0.549021495,-0.840127889
-1.704150039596337,-0.1153173366224989,0.155293531,-0.471917134,0.19791868,1.4773976932481725,2.176639401,3.290944088
0.2135045745402163,1.4564214769431636,-0.887088819,0.429835223,-0.748988065,0.1871074926647893,0.497799159,0.045857486
-0.3732171230012571,1.0055294547493607,-0.431445867,1.485321703,-0.255650256,-0.0150881243035795,0.331557661,-0.111421131
-0.3989606929164236,1.6059416731674616,-0.261084874,0.429356795,-0.230591203,-1.427741472457365,-1.077426819,-1.051380867
-0.0038358659037848,-0.3858364107912016,0.199536877,1.076625318,0.231512774,0.8045233049636328,0.44102869,0.377645028
0.5938674019552891,0.8303027513718887,-0.309913319,-0.139225288,-0.389360019,0.4314222947700589,0.960768076,0.471564272
-0.7751605961453158,1.186881580940487,0.979615457,0.310529344,0.697362126,0.6752765803943342,1.417329193,0.988373321
0.9428004574339908,1.4473920330370378,0.887183306,-0.212158442,1.034291266,0.9380906509735818,1.738652105,1.346010785
0.5510197893242877,1.168150203914976,-1.444209036,-0.500833262,-1.651639953,-1.6528137847405824,-1.366286783,-1.116231131
1.5125908409541005,1.93856829382804,0.398575929,2.061891383,0.169780199,0.3144786794032615,1.071181651,0.508325376
-0.9848402678882572,-1.1395299456395795,1.008773755,-1.091902374,1.157196991,-0.5517259994153674,-0.497580267,-0.454449044
-0.1118738799331039,1.722813292242054,-0.127128457,1.813927234,-0.083460271,0.2177100817819466,0.764952175,0.264404424
0.4081875060798981,0.5308010753628717,0.863005266,1.233461509,1.009606387,-1.4937251815147623,-1.206980917,-1.083887734
0.0382518958338157,-0.4016778378839148,-0.248777391,-0.400944508,-0.348684952,-0.0509483541942387,-0.318455028,-0.466644123
-0.1113628401353299,-1.111779168356242,0.143198996,-0.331214544,0.37138078,-0.8595461063475387,-1.132730804,-0.939894075
-0.6725767344091177,-1.4827913426012451,-1.204495081,-0.772909657,-1.295845701,1.3144024845195166,0.439204602,1.642380638
0.8859430848669588,0.7176498213636648,-0.863480015,-0.791588339,-0.780074351,-0.6720353537166948,-0.530538346,-0.770833199
0.3802779680638027,-1.192025841345326,-1.177306637,-0.25088858,-1.237067431,0.6654272406878519,-0.771546088,-0.365620158
1.2871078956884343,1.803219946728202,1.160530246,-1.495107388,0.96411039,1.0168853947275402,1.970057743,1.57931847
0.3489205159565721,1.9508775969015728,1.658308339,2.654391831,1.537121756,0.9983937732372988,1.981929672,1.631555864
-1.2443530041005215,-1.3053970581535066,-0.248466347,-1.751948288,-0.516559641,1.55436648924818,1.087789468,2.240979333
0.7746991079661361,0.5016672742139889,0.970809972,-0.104112103,1.084253222,1.154521373922241,1.415356333,1.108381529
0.7319308710286252,-0.1685087078165481,0.54388929,-1.587802611,0.310627127,0.0780277013638775,0.046411558,-0.29923318
-1.020142410787056,-0.0476184266981349,0.283223243,2.351085859,0.210023668,-1.6897766931550942,-1.412596307,-1.120591784
0.3993995505338598,1.7265172178052,1.365910435,-0.337516631,1.464607317,-0.326023052538942,0.277307554,-0.234534314
-0.1622768420486748,-1.4840463237949484,-0.520456783,-1.489566957,-0.473544744,-0.3969273360931162,-0.508904414,-0.409996521
-1.0435426777640184,0.3315639968375319,1.407195121,0.967218705,1.611372795,-0.7314509167409905,-0.460492819,-0.725152603
0.8761725291219048,0.7736706553279974,-0.14865173,0.576110844,-0.214987619,-1.1343771073403848,-0.799423977,-0.949796094
-0.8236932755643108,0.5454076210805876,1.572269919,-0.455341576,1.724993556,0.8272734271564528,1.233222263,0.917054236
-1.4606458501601234,-0.362016980377663,-0.576209593,2.018497768,-0.624352892,0.7889185013683782,0.573062467,0.798729817
0.4484570184475684,2.0024983352628256,-0.113769558,-0.880937647,-0.343635863,0.0817348585372924,0.788511304,0.223610481
-0.7297830197795028,0.9097635075271844,0.077999701,0.24568691,0.149775566,-0.0874358809608227,0.391353983,-0.027784892
0.4381912892464826,0.4764440759749574,-0.981888205,-1.539228428,-1.173702185,0.1737483413696925,0.435461697,-0.004726988
0.7018047861956901,1.1965561736100807,1.316385454,-1.06447025,1.109140566,1.0385772093460972,1.802375555,1.431454989
-0.1298617949388343,-0.2375797253926038,0.554190242,-0.103857211,0.744425069,0.2323968458286262,0.168318885,-0.000824061
0.5381425368796825,-0.6001707816037632,0.749749918,0.590112156,0.707950181,-1.0122767151062906,-1.01612576,-0.989787237
1.474575931263956,0.5204832945337374,-0.429299097,0.856023226,-0.194856828,1.247699082760789,1.269781853,0.965078643
0.6470524040457549,1.875232176374154,1.264331488,1.722327475,1.221540693,-1.5411298523131296,-1.205174105,-1.087342439
-0.4280430035803265,0.5459601188092007,0.667682822,1.151016742,0.803184912,-1.4695708532658929,-1.196806553,-1.07711007
-1.335520847341546,-1.55218890184148,-1.149867396,0.366353969,-1.368718588,-0.2731149901539223,-0.486022654,-0.170861492
0.121872067708802,1.1515459201378748,-0.29346399,0.219265961,-0.446543913,1.0551072197746167,1.814957533,1.506660686
-1.6499459442050084,-0.78504206463824,-0.824419092,-0.069752245,-0.887900666,-1.554343911143347,-1.294869023,-1.08797021
-0.9386095499701648,-0.8232745769582944,-1.270722629,-0.258917239,-1.150876406,0.6297455900444515,-0.094862592,0.42665571
-0.0148704567566419,0.6353526971584553,1.068877986,-0.414572922,1.099056759,-1.0242382504849543,-0.691112405,-0.897820764
0.9380498228960864,-1.3370771427959494,1.429378262,1.938116635,1.576756371,1.6924026606856637,-0.232737533,0.550818529
-0.0383172886601071,0.1542115599274187,0.570525695,1.387009846,0.800810139,1.4282219399120246,1.502813809,1.468741004
1.3784514655237352,1.676998111324015,0.950251745,-0.012080922,1.194371341,0.6137388090283803,1.410062024,0.905555856
-0.1117731089429387,-0.1462016409486986,-0.651817406,1.858810967,-0.526210971,-0.5174783599060304,-0.566149905,-0.707422184
1.5294710055274097,-0.8097189473806929,-0.418149324,1.064798332,-0.523505533,1.5450228356985345,0.63969029,0.563539547
0.790444418941964,0.6640808614354593,0.438204285,0.244087582,0.594351959,0.9059694445335884,1.432936523,1.052320756
1.564365854397181,1.0144682752466447,-0.067238196,-1.470717061,-0.106424833,0.2851564127587532,0.908607201,0.359436458
-0.7043338465966524,0.1794836757804443,-0.361493611,-0.393632887,-0.324515655,0.4028823922618305,0.646814178,0.485252171
-2.086247100515937,-1.1218805322127838,-0.056590863,-1.363471256,0.20030308,1.0120905876575947,1.02488168,1.988403454
0.2137332034264531,-1.5784852325625742,-0.44516246,-0.103344278,-0.616778232,0.0337670517849884,-0.934281233,-0.488224351
0.2528531994126617,1.2566624577282224,1.319602062,-0.500936888,1.490241978,1.2819111526209024,2.036728756,1.81114396
0.4753491773997976,-1.5935057940175212,1.098937335,0.40357569,1.2905892,-1.3435173037137271,-1.337138283,-1.074922194
-0.9022086295429635,0.8075634641578809,-0.417671302,-1.342961011,-0.137977179,-0.6644668573288603,-0.33560038,-0.655017994
-0.6501963725378043,0.9360141975456848,0.027135035,0.121719487,-0.07562757,1.5467191313404278,2.139109034,2.108289753
1.2198425702123183,0.0962628753901026,1.038792461,-0.625827586,1.091980915,-1.343171619040066,-1.078990853,-1.048257146
-1.373311804845379,-0.5808513706616131,0.576961446,1.124115229,0.330105602,1.604650718929281,2.092885711,3.153505561
1.5204586833236704,1.264060392808559,0.790910908,-0.490675671,0.880129691,-1.4082160156757573,-1.059296099,-1.047337446
-0.729850600472824,-0.2706045795352422,1.634733369,1.18480935,1.750656549,-1.472185498208921,-1.25172489,-1.081734798
1.51378564616004,-1.1347312591762126,-0.410375488,-1.560903095,-0.449684176,0.1039456652062599,-0.751903367,-0.713941498
-1.096886105552486,0.8674148401565666,1.366368347,0.262396036,1.185215139,-0.1106199783066228,0.419289864,-0.052925321
-0.0101507067209914,-0.4852410943272928,-0.460341661,-0.639654187,-0.390019888,-1.4853269903643571,-1.26744858,-1.081501954
1.1617780249772711,0.946951788916252,-0.317273168,1.401437232,-0.386940646,-0.1790967029667073,0.275038822,-0.209170314
0.4752835901687154,0.1222007761666458,1.097748846,1.0176285,1.071371527,-1.1202297962939605,-0.925783426,-0.981527966
-0.924426428690435,0.6489932477768261,-0.172749785,1.043984221,-0.297335913,-1.07212711558352,-0.785518246,-0.925788329
-0.753512607709099,-0.7055130968943626,1.631297748,1.454755688,1.762576847,0.9778754344047612,0.663375957,1.276360656
1.5334134377470603,-0.6351927018157467,1.661206594,0.266731879,1.832942537,-0.6157613627829923,-0.690995412,-0.835995912
1.223453528422242,0.7420734353374343,-0.960968361,-1.260727568,-0.974867674,-0.60839059031302,-0.230871169,-0.620288899
1.537317919443916,2.08405167201352,1.472831507,1.290860008,1.313380462,0.071145383440752,0.836704268,0.244727107
1.048097491375392,1.937301979821302,-0.499570039,0.941475457,-0.448478157,1.087300780448886,1.917281406,1.591491096
1.088241737147288,-0.7109163627703418,0.959981096,0.227097371,0.828270028,1.048304135168193,0.233246587,0.123383753
-0.7492541582783049,-1.289739454375703,-0.792143028,-1.56485981,-0.787132439,1.648251395235534,-0.028705006,1.178962713
-0.2001443787064228,0.0844244340484862,0.254033381,2.307297899,0.362860947,-0.920251281771091,-0.739790709,-0.884288713
-0.0768255721665262,1.213533607820224,1.637718407,2.251086319,1.438731737,0.9484598821017408,1.728997912,1.377186455
-0.6578936563369966,-1.213060772366121,-1.333842174,-1.438102291,-1.231567881,1.1922099020190984,-0.146442271,0.788328818
